Source,Target,Type,id,label,timeset,weight,text
diyclassics,#openaccess,Directed,7896,,,2.0,RT @papyrologus: More on the #openaccess model @ucpress #aiascs #prespanel https://t.co/tK6dCMUHnb
jaredsimard,#openaccess,Directed,7897,,,1.0,RT @papyrologus: Eric Schmidt shoes us the money behind the #openaccess model @ucpress #aiascs #prespanel https://t.co/sOBEV5WOoX
rogueclassicist,#opendata,Directed,7898,,,1.0,RT @RyanMHorne: RA: built on #openaccess - including #epidoc standards. #aiascs #ancmakers #opendata
opendatamonkey,#opendata,Directed,7899,,,1.0,RT @RyanMHorne: RA: built on #openaccess - including #epidoc standards. #aiascs #ancmakers #opendata
ryanmhorne,#opendata,Directed,7900,,,1.0,RA: built on #openaccess - including #epidoc standards. #aiascs #ancmakers #opendata
tissiontisis,#openinglecture,Directed,7901,,,1.0,"""115 ft is equivalent to six Martini"" #openinglecture #aiascs"
ryanmhorne,#orcid,Directed,7902,,,2.0,"@paregorios : Integrated #ORCiD in @PleiadesProject - thinks we REALLY should do this, esp. as #ORCiD is #openaccess. #aiascs #ancmakers"
indwellinglang,#outreach,Directed,7903,,,3.0,"RT @QDicitur: Also @latinitium (language, lit, culture) &amp; @Alexander_Ver's Sermones Raedarii https://t.co/QYt3n7gpnM #aiascs #s4 #outreach…"
salvi_sitis,#outreach,Directed,7904,,,3.0,"RT @QDicitur: Also @latinitium (language, lit, culture) &amp; @Alexander_Ver's Sermones Raedarii https://t.co/QYt3n7gpnM #aiascs #s4 #outreach…"
rogueclassicist,#outreach,Directed,7905,,,1.0,RT @lislanna: #outreach Q: is #classics any more relevant to life experience than other early cultures? #s4 #aiascs
am_christensen,#outreach,Directed,7906,,,3.0,RT @JaredSimard: @Paideiainstitut will you share that data on placement? publish analysis? #outreach #aiascs
duclassicspgr,#outreach,Directed,7907,,,1.0,RT @JaredSimard: @Paideiainstitut will you share that data on placement? publish analysis? #outreach #aiascs
lislanna,#outreach,Directed,7908,,,3.0,"#outreach Q: the #classics ""sj,"" ""democratic"" projects are also imperialist in their own way #s4 #aiascs"
jaredsimard,#outreach,Directed,7909,,,30.0,#outreach panel a huge success. Sparking endless Q/A session #s4 #aiascs Thank you!
paideiainstitut,#outreach,Directed,7910,,,2.0,RT @JaredSimard: #outreach panel do not miss out on @Paideiainstitut's Legion project as well! https://t.co/XdeujetEnP #aiascs
scaleup_rt,#outreach,Directed,7911,,,1.0,RT @JaredSimard: @M_S_Fontaine argues movies are one way to scale up #outreach. volunteer to be a talking head. #reception #aiascs
peregrinekiwi,#outreach,Directed,7912,,,2.0,"RT @lislanna: #outreach should be top priority for @scsclassics ; large audiences like movies, retirees - @M_S_Fontaine #s4 #aiascs"
diyclassics,#outreach,Directed,7913,,,2.0,"RT @JaredSimard: Roberta Stewart: ""Homer opens people up."" #outreach #aiascs"
sarahebond,#outreach,Directed,7914,,,1.0,RT @JaredSimard: Liz Butterworth discussing @Paideiainstitut 's Aequora program https://t.co/PY6jUzbFar #outreach #aiascs
magisterb480,#outreach,Directed,7915,,,1.0,"RT @JaredSimard: @DCComm Francese says to collaborate with Latin teachers, student magistri, approach local schools! #outreach #aiascs"
lislanna,#overlypolite,Directed,7916,,,1.0,"Eavesdropping on #s29 outside the door, Dolansky on women's roles in Roman religion #aiascs #overlypolite"
paulageorgiade,#palaikastro,Directed,7917,,,3.0,Dr. Rena Veropoulidou discussing Minoan foodways and consumption practices at #Palaikastro @PALAPproject #aiascs… https://t.co/2IyHYTSILM
glynnisfawkes,#paperlanterns,Directed,7918,,,2.0,Day 2! #aiascs #paperlanterns lighting up the exhibit hall @ Sheraton Centre Toronto https://t.co/HcNRIbjUDx
upatras_greek,#patras,Directed,7919,,,1.0,3rd Day at @SCS at Exhibit Table #1 for the #Ohio &amp; #Patras #GreekinGreece program! Come by for some info and sweet… https://t.co/CvwZAVdNqW
frantasticx,#petrography,Directed,7920,,,1.0,RT @paulageorgiade: Dr. John Gait presenting on pottery production at Palaikastro through #petrography for the @PALAPproject #aiascs https:…
paulageorgiade,#petrography,Directed,7921,,,1.0,Dr. John Gait presenting on pottery production at Palaikastro through #petrography for the @PALAPproject #aiascs https://t.co/VlycsWh5Pv
duclassicspgr,#phdchat,Directed,7922,,,1.0,"Top tips for folks on the academic job market! ""Interviews: How to Handle Tricky Questions"" #phdchat #ecrchat… https://t.co/hHGV9jTKw2"
clementslorene,#philosophers,Directed,7923,,,1.0,"RT @Surazeus: Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co…"
surazeus,#philosophers,Directed,7924,,,1.0,"Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co/ghsNPXXtEl"
clementslorene,#philosophy,Directed,7925,,,1.0,"RT @Surazeus: Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co…"
surazeus,#philosophy,Directed,7926,,,1.0,"Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co/ghsNPXXtEl"
brittanyh753,#plautus,Directed,7927,,,1.0,"RT @M_S_Fontaine: If you're going to see #Plautus’ #Truculentus at #aiascs this week, some food for thought... 
https://t.co/TDxjamiloM"
jakenabel,#plautus,Directed,7928,,,1.0,"RT @M_S_Fontaine: If you're going to see #Plautus’ #Truculentus at #aiascs this week, some food for thought... 
https://t.co/TDxjamiloM"
diyclassics,#plautus,Directed,7929,,,1.0,"RT @M_S_Fontaine: Look what I just got: a new edition of #Plautus' #Aulularia! 
It's one of his best plays, on paranoia and greed.
#aiascs…"
sophieaybar,#plautus,Directed,7930,,,1.0,"RT @M_S_Fontaine: Look what I just got: a new edition of #Plautus' #Aulularia! 
It's one of his best plays, on paranoia and greed.
#aiascs…"
arretetonchar1,#plautus,Directed,7931,,,1.0,"RT @M_S_Fontaine: Look what I just got: a new edition of #Plautus' #Aulularia! 
It's one of his best plays, on paranoia and greed.
#aiascs…"
m_s_fontaine,#plautus,Directed,7932,,,3.0,"Look what I just got: a new edition of #Plautus' #Aulularia! 
It's one of his best plays, on paranoia and greed.… https://t.co/IUekhyJnl6"
realtalkscs,#pleasestop,Directed,7933,,,1.0,They really should do something about all these bright lights and loud noises in the rooms #PleaseStop #WentHardAtWCC #AIASCS
jtchlup,#plutarch,Directed,7934,,,10.0,GM: Plutarch's Alexander was probably published before Suetonius' Lives. #aiascs #plutarch
sarahebond,#plutarch,Directed,7935,,,1.0,"Listening to @sebhth discuss &amp; walk people through 3D modeling. Look at Constantine's foot! Also, I spy… https://t.co/xdpI1ulTWK"
lizgloyn,#plutarch,Directed,7936,,,1.0,RT @JTChlup: MM: dreams are supposedly unreliable in the autumn months! #aiascs #plutarch
clementslorene,#poem,Directed,7937,,,1.0,"RT @Surazeus: Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co…"
surazeus,#poem,Directed,7938,,,1.0,"Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co/ghsNPXXtEl"
akyempo,#poetry,Directed,7939,,,1.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
taylornutt3,#poetry,Directed,7940,,,1.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
don_share,#poetry,Directed,7941,,,1.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
ucpress,#poetry,Directed,7942,,,1.0,"An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz… https://t.co/jaTtuOyVo0"
rogueclassicist,#prepanel,Directed,7943,,,3.0,RT @papyrologus: I noted that Further Reading in the Medea does not look linked #prepanel #aiascs
opietasanimi,#prepanel,Directed,7944,,,2.0,RT @papyrologus: I noted that Further Reading in the Medea does not look linked #prepanel #aiascs
papyrologus,#prepanel,Directed,7945,,,3.0,I noted that Further Reading in the Medea does not look linked #prepanel #aiascs
acrsn_org,#prespanel,Directed,7946,,,2.0,RT @diyclassics: Listening to F. MacIntosh on developing interactive ebooks for a performance archive of classical drama. #aiascs #prespanel
pompeysie,#prespanel,Directed,7947,,,1.0,RT @papyrologus: How expensive are scholarly monographs? Read it and weep.  #aiascs https://t.co/3cnLdKs6T9
t_s_institute,#prespanel,Directed,7948,,,1.0,"Heath demonstrates all the different ways digital publications can be searched, linked Taylor Swift, and stable links #prespanel #aiascs"
mxmcadam,#prespanel,Directed,7949,,,2.0,RT @papyrologus: Eric Schmidt shoes us the money behind the #openaccess model @ucpress #aiascs #prespanel https://t.co/sOBEV5WOoX
realtalkscs,#prespanel,Directed,7950,,,1.0,"""Money makes academics uncomfortable""-phrase to be applied to so many issues.Publishing?√Plight of the adjunct?√grants?√ #prespanel #aiascs"
papyrologus,#prespanel,Directed,7951,,,13.0,Top faculty concerns about #openaccess #aiascs #prespanel https://t.co/Eyc7Q8wUoC
diyclassics,#prespanel,Directed,7952,,,15.0,RT @papyrologus: More on the #openaccess model @ucpress #aiascs #prespanel https://t.co/tK6dCMUHnb
jaredsimard,#prespanel,Directed,7953,,,10.0,RT @papyrologus: Eric Schmidt shoes us the money behind the #openaccess model @ucpress #aiascs #prespanel https://t.co/sOBEV5WOoX
timothyphin,#prespanel,Directed,7954,,,1.0,RT @papyrologus: How expensive are scholarly monographs? Read it and weep.  #aiascs https://t.co/3cnLdKs6T9
la_caravaggista,#prespanel,Directed,7955,,,1.0,RT @papyrologus: How expensive are scholarly monographs? Read it and weep.  #aiascs https://t.co/3cnLdKs6T9
themedievaldrk,#prespanel,Directed,7956,,,1.0,RT @papyrologus: How expensive are scholarly monographs? Read it and weep.  #aiascs https://t.co/3cnLdKs6T9
opietasanimi,#prespanel,Directed,7957,,,3.0,RT @papyrologus: #prespanel is as much about new models of reading as it is about new models of publishing #aiascs
rogueclassicist,#prespanel,Directed,7958,,,9.0,RT @diyclassics: Listening to Eric Schmidt on the role of open access in scholarly publishing. #aiascs #prespanel
yaleclassicslib,#prespanel,Directed,7959,,,1.0,RT @diyclassics: Link to ISAW Papers—https://t.co/H98VVSINP7 #aiascs #prespanel
jivecambridge,#projectgallery,Directed,7960,,,1.0,"RT @AntiquityJ: Delphi4Delphi: #DigitalArchaeology initiative for #Delphi #Greece #aiascs 
Free to read #ProjectGallery article
https://t.c…"
opietasanimi,#projectgallery,Directed,7961,,,1.0,"RT @AntiquityJ: Delphi4Delphi: #DigitalArchaeology initiative for #Delphi #Greece #aiascs 
Free to read #ProjectGallery article
https://t.c…"
antiquityj,#projectgallery,Directed,7962,,,1.0,"Delphi4Delphi: #DigitalArchaeology initiative for #Delphi #Greece #aiascs 
Free to read #ProjectGallery article… https://t.co/4ZO4Lh2HmR"
opietasanimi,#prosciuttopanels,Directed,7963,,,1.0,more on the ham theme @hashtagoras #aiascs #prosciuttopanels
moulianaproject,#proud,Directed,7964,,,1.0,RT @mrumiker: My wife Miriam's project on Crete presented their latest work today! #proud #aiascs #brandeis #rhodescollege https://t.co/rhA…
mrumiker,#proud,Directed,7965,,,1.0,My wife Miriam's project on Crete presented their latest work today! #proud #aiascs #brandeis #rhodescollege https://t.co/rhAGprqYps
bittydiana,#pylos,Directed,7966,,,2.0,X-ray tech for archaeology = super cool! #pylos #aiascs @brockuclassics https://t.co/RlJHr1FxbH
theniscourta,#pylos,Directed,7967,,,1.0,most impressive presentation of the undisturbed Early Mycenaean tomb with spectacular finds esp.the gold signet rings #pylos #aiascs
alammohammed7,#quran,Directed,7968,,,2.0,"@mohammadshaikh_ Don't Miss!#WhatQuranSaysAbout #inspirational lecture of #MohammadShaikh @iipccanada #leader in educating #Quran 
#aiascs"
jaredsimard,#r2,Directed,7969,,,9.0,Good quality audio is the most important in online recordings #r2 #aiascs
sebhth,#rdfa,Directed,7970,,,1.0,"The ipython notebook ""Parsing #RDFa in ISAW's Born Digital Publications"" https://t.co/gq2DPhbxHz is becoming more coherent as #AIASCS nears."
scaleup_rt,#reception,Directed,7971,,,1.0,RT @JaredSimard: @M_S_Fontaine argues movies are one way to scale up #outreach. volunteer to be a talking head. #reception #aiascs
jaredsimard,#reception,Directed,7972,,,1.0,@M_S_Fontaine argues movies are one way to scale up #outreach. volunteer to be a talking head. #reception #aiascs
diffendale,#regia,Directed,7973,,,1.0,RT @JD_PhD: Those #Regia archival items at @AmAcademyRome. #aiascs https://t.co/vZrBGomk8n
jd_phd,#regia,Directed,7974,,,3.0,Those #Regia archival items at @AmAcademyRome. #aiascs https://t.co/vZrBGomk8n
akpavlick,#regia,Directed,7975,,,1.0,RT @JD_PhD: Frank Brown’s notebooks on the #Regia (in Italian!) scanned and available on line. #aiascs
mondo19641,#research,Directed,7976,,,1.0,RT @racheldewan: Conducting #research with large data sets? Grad student? Young professional? Come out to the #aiascs SAIG panel this after…
underwatermaya,#research,Directed,7977,,,1.0,RT @racheldewan: Conducting #research with large data sets? Grad student? Young professional? Come out to the #aiascs SAIG panel this after…
archaeology_aia,#research,Directed,7978,,,1.0,RT @racheldewan: Conducting #research with large data sets? Grad student? Young professional? Come out to the #aiascs SAIG panel this after…
gardendmd,#research,Directed,7979,,,1.0,RT @racheldewan: Conducting #research with large data sets? Grad student? Young professional? Come out to the #aiascs SAIG panel this after…
racheldewan,#research,Directed,7980,,,1.0,Conducting #research with large data sets? Grad student? Young professional? Come out to the #aiascs SAIG panel thi… https://t.co/mooiyA6AMR
moulianaproject,#rhodescollege,Directed,7981,,,1.0,RT @mrumiker: My wife Miriam's project on Crete presented their latest work today! #proud #aiascs #brandeis #rhodescollege https://t.co/rhA…
mrumiker,#rhodescollege,Directed,7982,,,1.0,My wife Miriam's project on Crete presented their latest work today! #proud #aiascs #brandeis #rhodescollege https://t.co/rhAGprqYps
rogueclassicist,#rockart,Directed,7983,,,1.0,RT @mokersel: Reeves: arguing rock art at Humayma by Roman soldiers based on comparanda from Dura Europa's #aiascs #rockart #hardtodate #an…
mokersel,#rockart,Directed,7984,,,1.0,Reeves: arguing rock art at Humayma by Roman soldiers based on comparanda from Dura Europa's #aiascs #rockart #hardtodate #ancientgraffitti
lisatweten,#rockstar,Directed,7985,,,1.0,"RT @CNRS_Squeezes: The first of our awesome UBC undergrads, Siena Hutton, presenting at the #aiascs #rockstar #ubc https://t.co/XUBLbcqRjL"
cnrs_squeezes,#rockstar,Directed,7986,,,1.0,"The first of our awesome UBC undergrads, Siena Hutton, presenting at the #aiascs #rockstar #ubc https://t.co/XUBLbcqRjL"
jaoreror,#roman,Directed,7987,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
jivecambridge,#roman,Directed,7988,,,2.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
cneness,#roman,Directed,7989,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
opuspaulicium,#roman,Directed,7990,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
henon21197498,#roman,Directed,7991,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
vincent_mourre,#roman,Directed,7992,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
bioarchitalia,#roman,Directed,7993,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
_bonnefoya,#roman,Directed,7994,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
s_bachmeyer,#roman,Directed,7995,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
rogueclassicist,#roman,Directed,7996,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
garciadinrap,#roman,Directed,7997,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
inrap,#roman,Directed,7998,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
salegend17,#roman,Directed,7999,,,1.0,"RT @AntiquityJ: Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap https://t.…"
antiquityj,#roman,Directed,8000,,,1.0,"Valuable stash or symbolic deposit?
Hurard et al: Lead water boiler from #Roman #Gaul
FREE ACCESS #aiascs @Inrap… https://t.co/9Hj1NIiiFt"
liana_brent,#romandeath,Directed,8001,,,1.0,On at 1:45- New Approaches to #RomanDeath at the #aiascs
mokersel,#romans,Directed,8002,,,1.0,Barb Reeves: petroglyphs at Humayma #aiascs #Jordan #Romans @archaeology_aia
jivecambridge,#rome,Directed,8003,,,1.0,"RT @AntiquityJ: On the waterfront. #Rome in the #BronzeAge: C14 dates from the Forum Boarium
Read Brock &amp; Terrenato for FREE #aiascs
https:…"
antiquityj,#rome,Directed,8004,,,1.0,"On the waterfront. #Rome in the #BronzeAge: C14 dates from the Forum Boarium
Read Brock &amp; Terrenato for FREE… https://t.co/ujb5782K0f"
clementslorene,#rome,Directed,8005,,,1.0,"RT @Surazeus: Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co…"
surazeus,#rome,Directed,8006,,,1.0,"Hermead #Epic #Poem of #Philosophers

#AIASCS #Archaeology #ClassicalStudies #Classics #Greece #Rome #Philosophy
https://t.co/ghsNPXXtEl"
vladyakovlew,#romtoronto,Directed,8007,,,1.0,RT @mzarmakoupi: Mighty Aphrodite #AIASCS #ROMToronto https://t.co/cfGqjvj4eM
mjkennerly,#romtoronto,Directed,8008,,,1.0,RT @mzarmakoupi: Mighty Aphrodite #AIASCS #ROMToronto https://t.co/cfGqjvj4eM
rogueclassicist,#romtoronto,Directed,8009,,,1.0,RT @mzarmakoupi: Mighty Aphrodite #AIASCS #ROMToronto https://t.co/cfGqjvj4eM
mzarmakoupi,#romtoronto,Directed,8010,,,1.0,Mighty Aphrodite #AIASCS #ROMToronto https://t.co/cfGqjvj4eM
prof_carrington,#s,Directed,8011,,,3.0,RT @SORAAADWorkshop: rt: @AstroKatie @McKellogs THREAD #Conferences #HigherEd the labor of fending off #Harassment #aha17 #aiascs #mla17 #s…
rogueclassicist,#s,Directed,8012,,,1.0,RT @diyclassics: Robertson makes a strong case for inter-institutional collaboration between large/small schools on DH projects. #aiascs #s…
dccomm,#s,Directed,8013,,,1.0,RT @diyclassics: Robertson makes a strong case for inter-institutional collaboration between large/small schools on DH projects. #aiascs #s…
peregrinekiwi,#s,Directed,8014,,,1.0,RT @diyclassics: Robertson makes a strong case for inter-institutional collaboration between large/small schools on DH projects. #aiascs #s…
soraaadworkshop,#s,Directed,8015,,,1.0,LIVE TWEETING of #AHA17 &amp; #AIASCS will happen this wknd. Religion Scholars pls DM or reply w/ #s or if you are LTing to aid RT &amp; follows
rogueclassicist,#s19,Directed,8016,,,3.0,"RT @lizcoops: Next up - Laskaris with 'animals and the development of ancient pharmacopias"" #s19 #aiascs"
lizcoops,#s19,Directed,8017,,,33.0,"B-S: DS praises S' strength,intelligence &amp; arete. Draws on non-Greek conceptions of world to challenge/undermine orthodoxies. #aiascs #s19"
thucydidylan,#s20,Directed,8018,,,2.0,RT @WillGuast: 'Classics is the only department whose name is also a value judgement' #s20 #aiascs
rogueclassicist,#s20,Directed,8019,,,15.0,RT @opietasanimi: there have been identifications of anti-Semitism in scholarship of archaic period - López-Ruiz #s20 #aiascs
matthewlloyd85,#s20,Directed,8020,,,1.0,"RT @lislanna: López-Ruiz: Phoenicians deserve more cred for architecture, tech, viticulture, ""Mediterraneanization"" #s20 #aiascs"
willguast,#s20,Directed,8021,,,1.0,Classics is the only department whose name is also a value judgement' #s20 #aiascs
akpavlick,#s20,Directed,8022,,,1.0,"RT @lislanna: López-Ruiz: Phoenicians deserve more cred for architecture, tech, viticulture, ""Mediterraneanization"" #s20 #aiascs"
lizgloyn,#s20,Directed,8023,,,1.0,"RT @opietasanimi: next, Grant Parker: '#ClassicsMustFall? Monument-Mindedness in Contemporary South Africa' #s20 #aiascs"
jaredsimard,#s20,Directed,8024,,,20.0,1st strategy: contextualization. cites Wilson/Princeton recent debate -Pathak #s20 #aiascs
opietasanimi,#s20,Directed,8025,,,62.0,"there's also a sense that local identities, eg Sardinia, overlooked in preference for Hellenic 'cradle of culture' - López-Ruiz #s20 #aiascs"
lislanna,#s20,Directed,8026,,,24.0,"López-Ruiz also points out that ""Phoenicians"" don't have a group of contemporary ppl invested in them as ethnic heritage. #s20 #aiascs"
jstpwalsh,#s20,Directed,8027,,,1.0,"RT @lislanna: López-Ruiz: Phoenicians deserve more cred for architecture, tech, viticulture, ""Mediterraneanization"" #s20 #aiascs"
avensarah,#s20,Directed,8028,,,1.0,"RT @opietasanimi: for Romans, literature associated with space: groves, shades, mountains; villas temples - Roman #s20 #aiascs"
frantasticx,#s20,Directed,8029,,,1.0,"RT @opietasanimi: for Romans, literature associated with space: groves, shades, mountains; villas temples - Roman #s20 #aiascs"
salegend17,#s20,Directed,8030,,,2.0,"RT @opietasanimi: for Romans, literature associated with space: groves, shades, mountains; villas temples - Roman #s20 #aiascs"
_tallison,#s24,Directed,8031,,,1.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
charleswatkinso,#s24,Directed,8032,,,1.0,"RT @diyclassics: Coffee calls attention to the SCS's ""Revised Support on Computer Support""—https://t.co/DqOldRLqrJ #aiascs #s24 https://t.c…"
res_australes,#s24,Directed,8033,,,4.0,"RT @peregrinekiwi: M-C B also has a new book out which (as a geographer/spatial/conceptual historian), I'm excited to read. #s24 #aiascs ht…"
sheilamorr,#s24,Directed,8034,,,1.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
heml,#s24,Directed,8035,,,2.0,RT @peregrinekiwi: Robertson developed Lace: Greek OCR In such a context https://t.co/RJMFjWuoxQ #s24 #aiascs
adri_writes,#s24,Directed,8036,,,4.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
rogueclassicist,#s24,Directed,8037,,,16.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
vergilophile,#s24,Directed,8038,,,2.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
ghileneh,#s24,Directed,8039,,,1.0,RT @diyclassics: #aiascs #s24 https://t.co/WE7GMp1VTN
emmatonkin,#s24,Directed,8040,,,2.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
peregrinekiwi,#s24,Directed,8041,,,33.0,RT @diyclassics: Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
diyclassics,#s24,Directed,8042,,,17.0,Link for the Classical Language Toolkit—https://t.co/d6eH4RYqIp #aiascs #s24 #digiclass https://t.co/gMsqsNkbXC
lislanna,#s24,Directed,8043,,,2.0,"RT @diyclassics: Coffee calls attention to the SCS's ""Revised Support on Computer Support""—https://t.co/DqOldRLqrJ #aiascs #s24 https://t.c…"
ewg118,#s24,Directed,8044,,,1.0,"RT @diyclassics: Shoutout to #LAWDI from Blackwell: ""Changed my life."" #aiascs #s24"
jd_phd,#s24,Directed,8045,,,1.0,"RT @diyclassics: Shoutout to #LAWDI from Blackwell: ""Changed my life."" #aiascs #s24"
sohnyrin,#s24,Directed,8046,,,1.0,RT @diyclassics: Come see Marie-Claire Beaulieu demonstrate Perseids tomorrow 2pm at Ancient MakerSpaces. #aiascs #s24 #ancmakers https://t…
am_christensen,#s24,Directed,8047,,,1.0,RT @diyclassics: #aiascs #s24 https://t.co/WE7GMp1VTN
yaleclassicslib,#s24,Directed,8048,,,1.0,"RT @diyclassics: Johanson: ""DH is inextricably connected to Information Studies."" #aiascs #s24"
opietasanimi,#s24,Directed,8049,,,1.0,"RT @peregrinekiwi: Crane: problem bigger when we consider ""classical"" world as part of connected euro-Asian ancient world. #s24 #aiascs"
bob_darrah,#s24,Directed,8050,,,1.0,"It's not what we think of each other, it's what the world thinks of us. -Gregory Crane, Digital Classics #s24 #aiascs"
rogueclassicist,#s29,Directed,8051,,,1.0,"RT @lislanna: Hallett: we need to support each other, point out injustice, avoid temptations to tear each other down for gain. #s29 #aiascs"
magistramanning,#s29,Directed,8052,,,2.0,"RT @lislanna: Hallett: we need to support each other, point out injustice, avoid temptations to tear each other down for gain. #s29 #aiascs"
lislanna,#s29,Directed,8053,,,34.0,"Richlin: we can't just preach; we need to get out &amp; help, ask what ppl want and be an academic who volunteers in the community #s29 #aiascs"
ar12457812,#s29,Directed,8054,,,1.0,"RT @lislanna: Richlin: ""I keep making my students reading the Priapea - I bet a lot of you don't."" #s29 #aiascs"
frantasticx,#s29,Directed,8055,,,1.0,"RT @lislanna: Hallett: we need to support each other, point out injustice, avoid temptations to tear each other down for gain. #s29 #aiascs"
jaredsimard,#s29,Directed,8056,,,6.0,"RT @lislanna: Hallett: we still seem like the enemy when we shake the idea of supreme superiority of white men, Western canon #s29 #aiascs"
vergilophile,#s30,Directed,8057,,,3.0,"RT @vergilophile: If you can, go to the 8am joint #aiascs panel Sovereignty &amp; Money #s30 #4e for @caeliambulator on Roman coins in India. V…"
jaredsimard,#s31,Directed,8058,,,38.0,Q/A concern raised that students are self-selecting out of Latin/Greek because lack of diversity representation #s31 #aiascs
peregrinekiwi,#s34,Directed,8059,,,1.0,"After the exciting #s4, I took a break for lunch, coffee and book browsing. Starting to gear up for for #s34, the D… https://t.co/PMI8BHNdCl"
paulcaris3,#s39,Directed,8060,,,1.0,RT @opietasanimi: omg the bronze piglet from the villa dei papiri is so cute! #aiascs #s39 https://t.co/0HMKSBDBQS
ninaberry,#s39,Directed,8061,,,1.0,RT @opietasanimi: omg the bronze piglet from the villa dei papiri is so cute! #aiascs #s39 https://t.co/0HMKSBDBQS
